name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington dc,2012-07-11,31,22.7,26.6,30.8,22.7,26.7,18.4,64.4,0.16,100,12.5,rain,,,,16.4,71.5,1019.6,86.4,16,280.5,24.2,9,,2012-07-11T05:52:39,2012-07-11T20:34:26,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-12,30.7,21.7,26.6,30.1,21.7,26.5,15.9,53.9,0,0,0,,,,,15.7,94.8,1022.1,77.7,16,273.9,23.8,9,,2012-07-12T05:53:20,2012-07-12T20:33:58,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-07-13,31,23.7,27.3,30.6,23.7,27.3,15.6,49.7,0,0,0,,,,,14.4,141.2,1022.6,93.3,16,191.5,16.6,6,,2012-07-13T05:54:02,2012-07-13T20:33:29,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-07-14,30.7,21.8,26.2,33.5,21.8,27.1,19.6,68.4,2.29,100,16.67,rain,,,,24.5,120.7,1022,92.7,15.9,162.8,14.3,6,,2012-07-14T05:54:45,2012-07-14T20:32:58,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-15,35.6,24.7,28.2,37.9,24.7,29.7,21.8,71.3,0.51,100,8.33,rain,,,51.7,22.4,222.8,1018.8,87.7,15.9,253.2,21.8,7,,2012-07-15T05:55:29,2012-07-15T20:32:26,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-16,34.1,24.1,29.2,37.2,24.1,31.3,21.2,63.4,0.42,100,8.33,rain,,,53.2,19.5,276.1,1013.7,68.5,16,311.7,26.8,9,,2012-07-16T05:56:14,2012-07-16T20:31:51,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-07-17,37.8,24.8,31.6,38.8,24.8,33.1,19.4,51.7,0,0,0,,,,27.7,16.4,260.8,1011.6,72.6,15.8,331.7,28.6,9,,2012-07-17T05:56:59,2012-07-17T20:31:15,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-07-18,38.1,26.5,30.8,42.2,26.5,33.3,20.8,57.2,0,0,0,,,,61.5,39.4,224.6,1011.5,74.6,15.5,260.8,22.6,8,,2012-07-18T05:57:46,2012-07-18T20:30:36,1,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-19,34.1,24.1,29.8,36.5,24.1,31.8,20.4,58.2,4.6,100,4.17,rain,,,64,17.5,206,1012.7,78.4,15.9,222.1,19.2,6,,2012-07-19T05:58:32,2012-07-19T20:29:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2012-07-20,27,21.7,24.4,28.9,21.7,24.6,21.6,84.3,10.61,100,41.67,rain,,,77.8,26.2,197.6,1012.9,97.7,15.3,159.6,13.7,6,,2012-07-20T05:59:20,2012-07-20T20:29:15,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-21,21.7,19.8,20.7,21.7,19.8,20.7,18.6,87.5,5.15,100,54.17,rain,,,,21,46.3,1017.9,100,11.8,221.2,19.2,7,,2012-07-21T06:00:08,2012-07-21T20:28:31,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-22,27.8,20.9,24,29.9,20.9,24.4,19.7,77.6,0.01,100,4.17,rain,,,,14.1,100.9,1021,94.4,16,310,26.8,9,,2012-07-22T06:00:57,2012-07-22T20:27:46,0.06,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-23,31.9,23.9,27.8,34.7,23.9,29.3,21.4,70.3,0,0,0,,,,,15.8,219.2,1017.4,82.7,15.3,248,21.2,8,,2012-07-23T06:01:46,2012-07-23T20:26:59,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-24,33.1,23.7,28.4,36.9,23.7,30.2,21.1,65.8,0,0,0,,,,40.1,22.2,254.6,1008.8,65.1,15.6,195.1,16.8,7,,2012-07-24T06:02:36,2012-07-24T20:26:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-25,31,22.6,27.1,29.6,22.6,26.6,13.6,45.6,0,0,0,,,,33.5,21.6,210,1012.4,30.2,16,348.5,30.1,10,,2012-07-25T06:03:26,2012-07-25T20:25:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-26,37.7,23.5,29.6,42,23.5,32,20.6,60.3,0.06,100,4.17,rain,,,66.5,26.9,191.5,1007.9,49.2,14.8,304.4,26.4,8,,2012-07-26T06:04:17,2012-07-26T20:24:29,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-27,34,25.5,29.7,37.1,25.5,31.3,20.8,60.4,0.03,100,4.17,rain,,,33.5,23,212.8,1009.4,70.2,15.9,224.5,19.3,7,,2012-07-27T06:05:08,2012-07-27T20:23:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-28,34.9,23.7,29,35.2,23.7,30.2,19.9,60.6,6.88,100,12.5,rain,,,66.6,27.7,265.7,1012.2,58.1,15.7,291.7,25.1,9,,2012-07-28T06:06:00,2012-07-28T20:22:40,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-29,31.6,22,26.8,32.1,22,27.3,18.9,63.6,0,0,0,,,,,21.3,204.3,1015.1,47.7,16,315.3,27.3,9,,2012-07-29T06:06:52,2012-07-29T20:21:44,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-30,30.9,23.5,27.1,32.4,23.5,28,20.4,67.8,0,0,0,,,,35.3,26.4,83.3,1017.2,66.2,15.2,293.7,25.2,8,,2012-07-30T06:07:44,2012-07-30T20:20:46,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-07-31,31.7,23,26.6,33.8,23,27.3,20.3,69.9,0.71,100,4.17,rain,,,31.3,18.2,103.9,1014.9,73.5,15.9,243.6,21.1,8,,2012-07-31T06:08:37,2012-07-31T20:19:46,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-01,31.8,22.7,26.6,33.5,22.7,27.5,20.1,68.8,0.04,100,4.17,rain,,,,17.6,176.9,1011.5,83.8,16,260.8,22.6,8,,2012-08-01T06:09:29,2012-08-01T20:18:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-02,33.7,23.8,28.3,36.2,23.8,30.1,21.2,67,0.35,100,8.33,rain,,,29.5,29.1,92.6,1011.9,43.7,15.9,296.9,25.6,9,,2012-08-02T06:10:22,2012-08-02T20:17:43,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-03,34.7,23.7,29,37.7,23.7,31,21.2,64.5,0,0,0,,,,,19.8,178.8,1015.7,65.7,15.9,286.1,24.6,9,,2012-08-03T06:11:16,2012-08-03T20:16:39,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-04,35.6,25.9,30.4,37.8,25.9,32.9,21.7,62.4,0,0,0,,,,42.5,26.5,176.1,1019.9,45.1,15.8,286.8,24.8,8,,2012-08-04T06:12:09,2012-08-04T20:15:34,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-05,35.6,25.8,29.4,39.4,25.8,31.4,21.7,65.3,0.81,100,8.33,rain,,,53.6,34.5,208.2,1019.1,64.2,16,291.5,25.1,9,,2012-08-05T06:13:03,2012-08-05T20:14:27,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-06,32.6,25.8,28.3,33.7,25.8,29.4,21.2,66.7,0.45,100,4.17,rain,,,29.5,14.2,246.3,1016.9,87.3,16,172.2,15,5,,2012-08-06T06:13:57,2012-08-06T20:13:19,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-07,31.8,24.8,27.5,33.6,24.8,28.8,21.6,71.2,0,0,0,,,,,17.4,108.6,1015.3,88.5,14.7,155.1,13.4,6,,2012-08-07T06:14:50,2012-08-07T20:12:10,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-08,32.7,24.7,28.2,34.3,24.7,29.6,21.6,69,0,0,0,,,,,17.8,81.2,1014.6,84.8,15.6,253.3,21.8,8,,2012-08-08T06:15:44,2012-08-08T20:11:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-09,34.7,23.9,28.8,36.1,23.9,29.6,20.1,62.6,0.52,100,8.33,rain,,,38.9,28.9,166.3,1012.8,67.4,14.4,296.2,25.6,9,,2012-08-09T06:16:39,2012-08-09T20:09:48,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-10,30.8,22,26.5,32.9,22,27.5,20.9,72.2,14.87,100,20.83,rain,,,40.7,28.2,175.9,1008.9,86.6,15.5,179.9,15.6,7,,2012-08-10T06:17:33,2012-08-10T20:08:35,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-11,30.9,21.7,25.8,32.3,21.7,26.4,20,72.2,2.5,100,25,rain,,,53.6,23.4,193.9,1010.9,85.1,15.7,166.9,14.2,7,,2012-08-11T06:18:27,2012-08-11T20:07:21,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-12,30.8,21.9,25.8,29.9,21.9,25.6,15.6,55.5,0,0,0,,,,,14.8,230.7,1014.7,80,15.9,266.6,23.3,8,,2012-08-12T06:19:21,2012-08-12T20:06:06,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-13,31.8,21.8,26.7,31.1,21.8,26.7,16.5,55.6,0,0,0,,,,,21.5,183.7,1016,79.4,16,283.4,24.5,9,,2012-08-13T06:20:16,2012-08-13T20:04:50,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-14,31.7,22.8,27,33.2,22.8,27.9,20.6,69.5,5.13,100,8.33,rain,,,,17.9,164.8,1012.4,83,14.8,243.6,21,9,,2012-08-14T06:21:10,2012-08-14T20:03:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-15,29.8,22.8,26.3,30.7,22.8,26.8,18.4,62.7,0.01,100,4.17,rain,,,,20.1,303,1012,72,16,131.2,11.3,4,,2012-08-15T06:22:04,2012-08-15T20:02:14,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-16,31.9,20.7,26.7,30.9,20.7,26.4,15.5,53.2,0,0,0,,,,35.3,21.3,274.2,1014.2,15.1,15.8,307.5,26.7,9,,2012-08-16T06:22:59,2012-08-16T20:00:54,1,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-17,33.7,21.7,27.1,33.8,21.7,27.2,17,56.6,0.04,100,4.17,rain,,,45.8,30.6,213.4,1011.3,55.9,15.4,276,23.9,8,,2012-08-17T06:23:53,2012-08-17T19:59:34,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-18,29,20.8,24.8,28.4,20.8,24.6,16,61.5,3.87,100,16.67,rain,,,27.7,17.5,166.4,1012.4,67.3,15.4,272.5,23.5,9,,2012-08-18T06:24:47,2012-08-18T19:58:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-19,24.9,20.8,22.6,24.9,20.8,22.6,17.3,72.3,5.77,100,25,rain,,,,12.1,108.8,1013.8,91.6,14.9,107.8,9.3,4,,2012-08-19T06:25:41,2012-08-19T19:56:50,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-20,26.9,20.6,22.8,27.5,20.6,22.8,17.5,73.2,0.05,100,4.17,rain,,,,17.9,181.9,1012.6,93.6,15.8,169.4,14.5,7,,2012-08-20T06:26:36,2012-08-20T19:55:27,0.05,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-21,28.9,18.7,23.2,28.4,18.7,23.2,16.3,68,8.93,100,12.5,rain,,,,17.4,164.2,1017.1,77.3,14.2,247.7,21.4,8,,2012-08-21T06:27:30,2012-08-21T19:54:03,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-22,29,19.7,24,29.4,19.7,24.1,17.7,69.4,12.38,100,8.33,rain,,,59.4,35.6,68.9,1020,69.8,14.9,263.9,23,8,,2012-08-22T06:28:24,2012-08-22T19:52:38,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-23,31.5,20.8,25.5,31.4,20.8,25.6,17.8,65,0,0,0,,,,,14.6,111.3,1020.8,69.6,13.8,254.7,21.8,8,,2012-08-23T06:29:18,2012-08-23T19:51:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-24,30.8,21.7,25.9,30.7,21.7,26.1,17.7,62.3,0,0,0,,,,,14.1,69.6,1020.9,90,15.7,178.4,15.5,7,,2012-08-24T06:30:12,2012-08-24T19:49:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-25,26.7,21.9,24,27.8,21.9,24.1,18.6,72.1,1.99,100,20.83,rain,,,46.4,29.8,62.9,1022,94.5,15.7,161.5,13.8,6,,2012-08-25T06:31:06,2012-08-25T19:48:18,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-26,27.9,21.7,23.5,30.4,21.7,23.7,20.7,84.8,4.34,100,45.83,rain,,,53.6,23.2,81,1022.3,91.5,15.9,162.2,14.1,6,,2012-08-26T06:32:00,2012-08-26T19:46:50,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-27,30.9,21.6,25.8,33.2,21.6,26.7,20.4,74,1.25,100,4.17,rain,,,29.5,20,146.4,1019,74.6,16,287.4,24.8,9,,2012-08-27T06:32:54,2012-08-27T19:45:21,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-28,32.7,23.8,27.3,33.1,23.8,27.4,18.9,63.8,0.74,100,4.17,rain,,,37.1,24.6,264.1,1013.7,56.6,16,276.4,24,8,,2012-08-28T06:33:48,2012-08-28T19:43:52,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-29,29.7,20.5,25,29,20.5,24.9,15.3,56.5,0,0,0,,,,,14.5,124.3,1015.2,36.2,16,282.4,24.3,9,,2012-08-29T06:34:42,2012-08-29T19:42:22,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-30,31.5,20.7,25.9,31.9,20.7,26.1,17,59.8,0,0,0,,,,27.7,13.4,112,1018.6,43.9,16,263.8,22.9,8,,2012-08-30T06:35:35,2012-08-30T19:40:51,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-08-31,35.9,22.8,29,35.3,22.8,29.3,18.6,59.4,0.14,100,4.17,rain,,,35.3,21.8,239.2,1018.2,20.5,14.2,284.7,24.7,9,,2012-08-31T06:36:29,2012-08-31T19:39:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-01,34,23,28.7,36.5,23,30.4,20.6,62.9,39.04,100,12.5,rain,,,70.2,18,233.1,1017.1,88.4,15.9,113.2,9.8,3,,2012-09-01T06:37:23,2012-09-01T19:37:49,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-02,28.7,23.6,25.7,31.6,23.6,26.7,22.2,81.6,0.13,100,20.83,rain,,,,10.8,129.6,1016.6,89.1,15.4,147,12.7,5,,2012-09-02T06:38:16,2012-09-02T19:36:16,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-03,28.8,23.7,26.2,31.6,23.7,27.2,22.2,79.3,1.18,100,4.17,rain,,,,19.9,141.9,1016.9,89.4,15.6,159.4,13.7,6,,2012-09-03T06:39:10,2012-09-03T19:34:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-04,31,23.9,27.2,34.5,23.9,28.9,22.4,76.1,0,0,0,,,,42.5,31.2,169.8,1014.5,91.7,15.6,163.2,14.2,5,,2012-09-04T06:40:03,2012-09-04T19:33:10,0.58,Overcast,Cloudy skies throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-05,31.5,25.9,27.7,35.4,25.9,29.7,22.5,73.9,0.5,100,8.33,rain,,,33.5,20.7,194,1010.3,86.9,15.8,155.7,13.5,5,,2012-09-05T06:40:57,2012-09-05T19:31:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-06,28.7,22.8,25.7,31.1,22.8,26.3,22.3,81.8,5.73,100,12.5,rain,,,29.5,16.2,108.8,1012.1,73.3,14.8,154.7,13.4,6,,2012-09-06T06:41:50,2012-09-06T19:30:03,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-07,31,21.7,26,34.4,21.7,27.1,20.6,73.7,0,0,0,,,,,21.8,202.6,1012.9,16.3,16,255,22.1,8,,2012-09-07T06:42:44,2012-09-07T19:28:29,0.71,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-08,31.8,18.8,24.4,34.5,18.8,25,20.3,79.4,12.8,100,16.67,rain,,,92.5,46.9,204.6,1007.6,86.9,14.4,205,17.6,8,,2012-09-08T06:43:37,2012-09-08T19:26:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-09,26.6,16.6,21.4,26.6,16.6,21.4,11.6,56.5,0,0,0,,,,31.3,20.1,332.8,1012,43.8,16,274,23.5,9,,2012-09-09T06:44:30,2012-09-09T19:25:19,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-10,24,15.7,20,24,15.7,20,9,50.9,0,0,0,,,,31.4,25.1,330.9,1018.1,20.7,16,275.7,23.7,9,,2012-09-10T06:45:24,2012-09-10T19:23:44,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-11,25.7,13.5,19.6,25.7,13.5,19.6,8.5,52.3,0,0,0,,,,,12.1,184.2,1024.9,20.5,16,277.1,24.1,9,,2012-09-11T06:46:17,2012-09-11T19:22:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-12,26.7,15.2,20.6,26.7,15.2,20.6,11.6,58.9,0,0,0,,,,,19.5,189.1,1027.3,11.9,16,268.9,23.3,9,,2012-09-12T06:47:11,2012-09-12T19:20:32,0.93,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-13,26.9,15.5,21.3,26.9,15.5,21.3,13.7,64.2,0.15,100,4.17,rain,,,,15.4,133.7,1027.4,9.7,16,264.7,23,9,,2012-09-13T06:48:04,2012-09-13T19:18:56,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-14,27.1,17.4,22.3,27.5,17.4,22.4,15.7,67.8,0,0,0,,,,,14.2,161.2,1023,62.2,16,195.5,16.8,7,,2012-09-14T06:48:58,2012-09-14T19:17:20,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-15,24.9,18,21.4,24.9,18,21.4,10.3,51.5,0,0,0,,,,43.8,34.7,291.9,1021.5,63.8,16,255.8,22,9,,2012-09-15T06:49:51,2012-09-15T19:15:44,1,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-16,24,15.3,19.6,24,15.3,19.6,10.7,57.7,0,0,0,,,,,11,124.6,1020.6,69.6,16,143.8,12.3,5,,2012-09-16T06:50:45,2012-09-16T19:14:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-17,23.1,14.5,19.6,23.1,14.5,19.6,14.6,73.4,0.01,100,4.17,rain,,,,17.9,160.5,1018.6,71.7,16,212.9,18.5,7,,2012-09-17T06:51:39,2012-09-17T19:12:31,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-18,26.7,20.7,22.5,26.7,20.7,22.5,20.1,86.5,25.17,100,62.5,rain,,,65.7,45.9,187.5,1007.9,99.5,14.7,85,7.5,3,,2012-09-18T06:52:33,2012-09-18T19:10:55,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-19,21.9,15.6,18.6,21.9,15.6,18.6,9,55.1,0.04,100,8.33,rain,,,47.4,29.9,333,1017.5,71,15.8,245.3,21,8,,2012-09-19T06:53:27,2012-09-19T19:09:18,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-20,23.8,12.5,17.9,23.8,12.5,17.9,10.4,62.8,0,0,0,,,,,15.6,146.1,1020.6,63.8,16,221.6,19.1,7,,2012-09-20T06:54:21,2012-09-20T19:07:42,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-21,26,15.3,20.5,26,15.3,20.5,14.2,67.8,0,0,0,,,,,20,133.9,1017.3,25.9,16,244.4,21,8,,2012-09-21T06:55:15,2012-09-21T19:06:05,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-22,28.8,18.9,23.4,29.2,18.9,23.5,16.2,65.6,0,0,0,,,,38.3,23.2,212.9,1011.7,39.5,16,225.5,19.5,8,,2012-09-22T06:56:09,2012-09-22T19:04:29,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-23,21.7,13,17.5,21.7,13,17.5,5.8,46.8,0,0,0,,,,43.5,24.8,315.3,1019.2,26,16,253.2,22,8,,2012-09-23T06:57:03,2012-09-23T19:02:53,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2012-09-24,20.7,12.9,16.5,20.7,12.9,16.5,5.4,50.2,0,0,0,,,,29.5,20.1,266.2,1022.3,49.1,16,249.9,21.7,8,,2012-09-24T06:57:58,2012-09-24T19:01:16,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
